Time(Iteration),CAB_5_6CoTheta,,,,,,
91,0.308991909014,,,,,,
92,0.306642870328,,,,,,
93,0.305112446899,,,,,,
94,0.302208272264,,,,,,
95,0.300916727291,,,,,,
96,0.298171880967,,,,,,
97,0.297352161894,,,,,,
98,0.296645981084,,,,,,
99,0.295093104433,,,,,,
100,0.29424264281,,,,,,
101,0.292004913667,,,,,,
102,0.290886068969,,,,,,
103,0.289868594864,,,,,,
104,0.287765858499,,,,,,
105,0.287020674866,,,,,,
106,0.286617218726,,,,,,
107,0.285122988113,,,,,,
108,0.283583597108,,,,,,
109,0.27973121339,,,,,,
110,0.279711162393,,,,,,
111,0.277382495927,,,,,,
112,0.27393400975,,,,,,
113,0.269076084942,,,,,,
114,0.267174471374,,,,,,
115,0.265824059948,,,,,,
116,0.265719315686,,,,,,
117,0.265065480096,,,,,,
118,0.264309179903,,,,,,
119,0.263597577788,,,,,,
120,0.263044225573,,,,,,
121,0.261178620489,,,,,,
122,0.261298905136,,,,,,
123,0.260701473099,,,,,,
124,0.260008000963,,,,,,
125,0.259208115739,,,,,,
126,0.256831494925,,,,,,
127,0.254956811819,,,,,,
128,0.253962147605,,,,,,
129,0.252718224692,,,,,,
130,0.251619042027,,,,,,
131,0.250201209631,,,,,,
132,0.249368305967,,,,,,
133,0.246176497951,,,,,,
134,0.245363038806,,,,,,
135,0.245076907701,,,,,,
136,0.244765246117,,,,,,
137,0.243684634045,,,,,,
138,0.242520132262,,,,,,
139,0.241272741329,,,,,,
140,0.240787505306,,,,,,
141,0.240062950182,,,,,,
142,0.239627083974,,,,,,
143,0.239166923727,,,,,,
144,0.239164320661,,,,,,
145,0.238545061631,,,,,,
146,0.238324861174,,,,,,
147,0.238268335356,,,,,,
148,0.238379784347,,,,,,
149,0.236989235528,,,,,,
150,0.236148878122,,,,,,
151,0.234822031748,,,,,,
152,0.234161938032,,,,,,
153,0.233197703369,,,,,,
154,0.232993979721,,,,,,
155,0.232928630531,,,,,,
156,0.232714293314,,,,,,
157,0.231966186594,,,,,,
158,0.230882970117,,,,,,
159,0.228613545571,,,,,,
160,0.228523885604,,,,,,
161,0.226862434572,,,,,,
162,0.226453325705,,,,,,
163,0.226222454303,,,,,,
164,0.22387074601,,,,,,
165,0.223007677668,,,,,,
166,0.222272315596,,,,,,
167,0.221203330094,,,,,,
168,0.220515810838,,,,,,
169,0.220513902079,,,,,,
170,0.220112302162,,,,,,
171,0.219845101038,,,,,,
172,0.219317084204,,,,,,
173,0.218190259891,,,,,,
174,0.218094909361,,,,,,
175,0.21376902351,,,,,,
176,0.213448062087,,,,,,
177,0.212244018547,,,,,,
178,0.211860629711,,,,,,
179,0.211157922549,,,,,,
180,0.209764160707,,,,,,
181,0.20799972789,,,,,,
182,0.207624795844,,,,,,
183,0.204222929435,,,,,,
184,0.204256230073,,,,,,
185,0.203328232084,,,,,,
186,0.203202503102,,,,,,
187,0.201907939964,,,,,,
188,0.201118320271,,,,,,
189,0.200491225838,,,,,,
190,0.198011151532,,,,,,
191,0.198165014184,,,,,,
192,0.196907824162,,,,,,
193,0.19573830025,,,,,,
194,0.1959190388,,,,,,
195,0.195151563705,,,,,,
196,0.195044259468,,,,,,
197,0.194316214979,,,,,,
198,0.194233267558,,,,,,
199,0.193221158098,,,,,,
