Time(Iteration),CAB_original,CAB_cbj+cbij
121,46.8576346569,60.2382001853
122,46.9195772947,60.3607394451
123,46.9238112089,60.395488749
124,46.9939940573,60.5048392316
125,47.0221021754,60.5403253684
126,47.0607450614,60.585937587
127,47.1052801261,60.7051038532
128,47.1286079915,60.7510559158
129,47.1286079915,60.772699371
130,47.189648206,60.8547959866
131,47.1898361087,60.868292967
132,47.2598427463,60.9295804262
133,47.2999046416,60.9431419834
134,47.2999046416,60.9431419834
135,47.3205005005,60.9431419834
136,47.34634222,60.976310278
137,47.3767980881,60.9973127074
138,47.3906740678,61.0111886871
139,47.4795019522,61.1974763931
140,47.6072797273,61.3252541682
141,47.6072797273,61.3252541682
142,47.608966955,61.326941396
143,47.6233339445,61.3547122165
144,47.6476780103,61.3846814429
145,47.65771335,61.4864996759
146,47.7174468797,61.6046550018
147,47.7298163456,61.6046550018
148,47.7840627435,61.6770309786
149,47.8154597068,61.7196480669
150,47.8420390464,61.7462274066
151,47.8489756265,61.7531639867
152,47.9061768046,61.8103651648
153,47.9306904902,61.8526751947
154,47.9403062234,61.8696267276
155,47.9446764674,61.924674852
156,47.9614216238,61.9527427171
157,47.9952061711,62.0876365167
158,48.0738027858,62.1823578064
159,48.0885925715,62.2385046859
160,48.0885925715,62.258997961
161,48.170817227,62.3782317888
162,48.1793780502,62.4146972094
163,48.1793780502,62.4146972094
164,48.1793780502,62.4146972094
165,48.1793780502,62.4371403745
166,48.1927198155,62.4504821397
167,48.2248458391,62.5031667773
168,48.2388267755,62.6005751559
169,48.2664133563,62.6233060871
170,48.2672060527,62.6240987835
171,48.2754488124,62.6391444483
172,48.3331484478,62.6968440837
173,48.3411172347,62.7069426034
174,48.3411172347,62.7069426034
175,48.440654628,62.7865965943
176,48.517338563,62.8431744627
177,48.52299397,62.8788683825
178,48.553506164,62.8805066106
179,48.5681532086,62.9282679423
180,48.6050635235,62.980346893
181,48.6051074398,62.9803908093
182,48.6051074398,62.9995097675
183,48.6587095917,63.0608723638
184,48.6587095917,63.0608723638
185,48.739227149,63.1336633536
186,48.7665080857,63.1738503184
187,48.7733471965,63.218201355
188,48.7733471965,63.218201355
189,48.7793290491,63.2353220461
190,48.7793290491,63.2353220461
191,48.8211782802,63.2708683818
192,48.8859965592,63.3436140783
193,48.9107328068,63.3712624197
194,48.9178135469,63.3783431598
195,48.9178135469,63.3783431598
196,48.9286055652,63.3989893643
197,48.9296674712,63.4082646984
198,49.0297851192,63.5131733589
199,49.0408817779,63.5242700176
