Time(Iteration),LinUCB_new,LinUCB
163,91.1553866967,99.7634154256
164,91.1868639326,99.7948926616
165,91.3035272857,99.9074063822
166,91.304223151,99.9081022475
167,91.304223151,99.9081022475
168,91.304223151,99.9081022475
169,91.3104123341,99.9563152635
170,91.313671722,99.9595746514
171,91.313671722,99.9595746514
172,91.3256575176,99.971560447
173,91.3256575176,99.971560447
174,91.348701535,99.9946044644
175,91.3603357321,100.006238661
176,91.3606294726,100.006532402
177,91.4135884314,100.059491361
178,91.4925292815,100.138432211
179,91.4925292815,100.138432211
180,91.5037776402,100.14968057
181,91.7797741181,100.425677047
182,91.7844220064,100.430324936
183,91.7995059109,100.44540884
184,91.8261252853,100.469421471
185,91.9708707693,100.614166955
186,91.9852141746,100.643088432
187,92.1783023345,100.836176592
188,92.1974641723,100.855338429
189,92.2127451403,100.870619397
190,92.3255870105,100.983461268
191,92.3378038239,100.995678081
192,92.4409753053,101.098849562
193,92.4409753053,101.098849562
194,92.4581099771,101.115984234
195,92.4581099771,101.155409978
196,92.4616870118,101.158987013
197,92.4616870118,101.158987013
198,92.4832106282,101.180510629
199,92.4993289825,101.196628983
