Time(Iteration),CAB_full,CAB_cbj,CAB_original,CAB_cbij,LinUCB
54,80.1740415732,57.8756395178,61.3674192761,60.5710609875,50.6413221239
55,80.2596272752,58.030160208,61.6162010347,60.7928140177,51.007334932
56,80.583136812,58.3136610717,61.7653437171,61.1013917158,51.233505153
57,80.8308486219,58.4352820242,61.8164886972,61.226746487,51.2391529072
58,80.9734933728,58.7114774137,62.0538762135,61.4816730634,51.4677417159
59,81.0839331395,58.8610098163,62.3025898979,61.6358712333,51.7368898832
60,81.1999314528,58.9858421257,62.4253624443,61.7441563723,51.7913881226
61,81.6050942059,59.0684371077,62.505341128,61.8737708071,51.8739831046
62,81.7622181664,59.2434340273,62.7202359802,61.9634683423,52.0950668564
63,81.8751825997,59.317150887,62.8995319986,62.1512398914,52.2701473543
64,81.9973759831,59.3690614162,63.0563843078,62.2393090172,52.3582164801
65,82.0502348086,59.4519138183,63.0861137228,62.3221614192,52.3813458907
66,82.2476219075,59.5711060561,63.2172268905,62.3389370384,52.4794082684
67,82.4810536442,59.7891968044,63.4592827496,62.6005158245,52.6416176969
68,82.652618612,59.8611747975,63.5296296615,62.662816771,52.7179997434
69,82.8977103083,60.1653114374,63.6750872897,62.7787832384,52.8431372425
70,83.0950665442,60.2367910317,63.8044479642,62.8489726628,52.889842473
71,83.1375057221,60.2779128074,63.8431983558,62.9059751038,53.0039495694
72,83.1429697623,60.2833768476,63.848662396,63.0080384345,53.0646564904
73,83.4318579617,60.4008683687,64.0270800545,63.1294780962,53.0923858013
74,83.835075254,60.4560739586,64.075770714,63.1880138121,53.158635105
75,84.4494942886,60.5807938392,64.1343435659,63.2865786409,53.2348404797
76,84.7616772034,60.8570594539,64.2081135363,63.4169194037,53.2372696705
77,84.8379151712,60.8884760604,64.2883313759,63.4483360102,53.268686277
78,84.8835925734,60.986855854,64.3378944708,63.4978991051,53.2702954694
79,84.9021884014,61.005451682,64.3564902988,63.4978991051,53.301758453
80,85.0387150116,61.0857849103,64.4243477498,63.6749382882,53.3906003
81,85.1425928524,61.1472480073,64.4791425476,63.72408366,53.4532430401
82,85.3480885086,61.4042264342,64.6006547182,64.0106387327,53.7744562502
83,85.5628703783,61.5062285779,64.6978814489,64.1161791767,53.8044850036
84,85.6061847369,61.5538391775,64.7929114115,64.2181813103,53.8754514694
85,85.6926045921,61.6353772534,64.8774238902,64.3408538276,53.9337437624
86,85.8047581413,61.7645935449,64.9439119337,64.4809266922,54.0476385727
87,85.9023097432,61.8135597218,65.0314011644,64.5420654838,54.1316053738
88,86.1101054863,61.9720207704,65.2448047671,64.8404158775,54.2463464238
89,86.4821078536,62.0434717148,65.3223489167,64.8571816705,54.263104076
90,86.8949201043,62.2860178887,65.5496410545,64.9887256191,54.4923619087
91,87.0911359817,62.3924465849,65.6401653044,64.9985770588,54.4944209409
92,87.0993773631,62.3931905607,65.6850218198,65.0180571763,54.5556595076
93,87.1578880295,62.4322715118,65.7241027709,65.0571381274,54.5979017966
94,87.3440624651,62.4860684733,65.8209039555,65.0817983078,54.6042071414
95,87.5106554969,62.5360085665,65.8683537507,65.1780035823,54.6915180106
96,87.5557768868,62.562489209,65.9683036863,65.3457867851,54.7401350605
97,87.6378757689,62.562489209,65.9710991692,65.3485822679,54.7815709572
98,87.6991148762,62.685922582,66.0630775155,65.4098213752,54.7998827828
99,88.2163177358,62.685922582,66.1692601047,65.4309365759,54.8467458134
100,88.2965587692,62.7607709761,66.2219143521,65.4388055897,54.8689399602
101,88.3546773593,62.7927190152,66.2242220871,65.4707536288,54.8756802022
102,88.4492105141,62.8120286875,66.2963730404,65.5697850828,54.8949898745
103,88.7660655607,63.0238368141,66.4680307599,65.6575099796,54.9109720697
104,88.8138159547,63.0628846135,66.5902946967,65.6918330449,54.9790765761
105,88.938742259,63.0943068747,66.6004614337,65.7380091049,54.9929557367
106,88.9918428483,63.2228778696,66.6624469289,65.8209482655,55.022794308
107,89.0546623107,63.323263687,66.6906505778,65.8362978844,55.0863274522
108,89.1059268125,63.4018015911,66.767817604,65.9092942012,55.234233173
109,89.2548760951,63.4801405982,66.843165022,65.9461983359,55.286449132
110,89.2819943499,63.5089366624,66.8802018905,65.9832352043,55.3234860004
111,89.3308797833,63.5747226475,66.9503168217,66.0383559001,55.3702131029
112,89.4401934564,63.7661346658,66.9869678572,66.1944038202,55.3908995176
113,89.6607542835,63.9062864424,66.9971743349,66.2396604359,55.3926716143
114,89.7974520587,63.9709624537,67.0603515805,66.3032395056,55.4577494497
115,89.8142941511,64.0840971379,67.2524623798,66.3323522367,55.4577494497
116,89.935836297,64.1914415732,67.3127702489,66.4279555699,55.4694905518
117,89.9682352289,64.2628613812,67.3127702489,66.4279555699,55.4694905518
118,90.2499513483,64.4108423573,67.6536175994,66.6388699346,55.5322999308
119,90.3532727438,64.4726909332,67.6698002384,66.731964142,55.6352130624
120,90.4381934646,64.4726909332,67.7530362343,66.7799204501,55.6591730806
121,90.4563083908,64.5185328099,67.7573572814,66.8395562059,55.6729669597
122,90.6101540242,64.6697677593,67.9063754511,66.9295291124,55.7526095194
123,90.697517027,64.7523833786,67.9739469543,67.0121447317,55.8354323813
124,90.7177420937,64.7523833786,68.0234282794,67.0323697984,55.8544867352
125,90.7177420937,64.7523833786,68.0397696938,67.0323697984,55.8708281496
126,90.782266022,64.8179625688,68.0540965677,67.0389565253,55.8806881752
127,90.7989374407,64.9276308594,68.2063767425,67.0595336061,55.9101997498
128,90.8039078895,64.9505349428,68.246548016,67.0824376895,55.920966721
129,90.8135559504,64.9548988722,68.2509119455,67.0900848705,55.9306147819
130,90.8871801629,64.9548988722,68.2916895502,67.163709083,55.9306147819
131,91.0312146239,65.0704172252,68.4005861784,67.1723498184,55.9583974118
132,91.0508856668,65.0838873268,68.4774007095,67.2167537278,56.0198303089
133,91.104594144,65.0898495609,68.5208573024,67.270462205,56.0455864048
134,91.2079348104,65.2208812758,68.6283378337,67.3738028714,56.0455864048
135,91.2767388107,65.2402402533,68.6464509744,67.3959764257,56.0649453823
136,91.3859451154,65.2477938861,68.6750186287,67.4661826207,56.1344511599
137,91.4322425741,65.2940913447,68.7213160874,67.517149901,56.2316422303
138,91.4322425741,65.2940913447,68.7213160874,67.517149901,56.279178597
139,91.5924264206,65.4008007477,68.7884100982,67.8161498558,56.3287896648
140,91.6199970543,65.4008007477,68.7982910113,67.8161498558,56.338670578
141,91.6638980178,65.4067090792,68.8156703406,67.8237036335,56.3701204173
142,91.6822524596,65.4325024441,68.8312452004,67.8860259448,56.4040497189
143,91.7938069353,65.5287800106,68.8920663105,67.9686605527,56.4687887846
144,91.8285930246,65.601585892,68.9268523998,68.1524907691,56.4825015113
145,91.8506119128,65.6103850201,68.942444431,68.1678455127,56.4825015113
146,91.9205007142,65.6121392096,68.9441986205,68.1743149925,56.5393652174
147,92.0877758405,65.6643589222,69.000648608,68.2546309575,56.5787002371
148,92.1108205303,65.6643589222,69.000648608,68.2776756473,56.5787002371
149,92.1256626787,65.702250468,69.0167305716,68.3494029145,56.5947822007
150,92.2001873363,65.7990181369,69.02972146,68.40253718,56.6489283018
151,92.2016898482,65.8354354496,69.0312239719,68.4072051487,56.6535962705
152,92.2036467171,65.8362237464,69.0320122686,68.5001204348,56.6739847176
153,92.2216202804,65.8541973097,69.049985832,68.5180939981,56.7249331849
154,92.2216202804,65.8541973097,69.0668352575,68.5180939981,56.7249331849
155,92.254583289,65.8603075048,69.0864907133,68.5313143211,56.7502604148
156,92.3144991174,65.912919487,69.2040577872,68.7200119286,56.7920175733
157,92.4512833437,65.9520234268,69.2413106526,68.7961392933,56.9134754135
158,92.4979158749,65.9524651632,69.3221882958,68.8432135608,56.9139171499
159,92.5256686236,65.9802179119,69.3619228287,68.8709663096,56.9222848785
160,92.6003637851,66.0559632473,69.4147405558,68.8763501893,56.9656752523
161,92.6119917099,66.0736504421,69.4263684806,68.8907775213,56.9773031771
162,92.6541166532,66.0798180539,69.4325292982,68.9274841855,56.9834707889
163,92.6882173848,66.0799605279,69.4888220616,68.9371761679,57.0080220121
164,92.7888924748,66.1145514048,69.55083974,68.9844263033,57.042612889
165,92.7917743131,66.17539881,69.5537215783,68.9894223698,57.0472100181
166,92.989935429,66.301086428,69.5860715992,69.0701454169,57.081302057
167,93.0110139858,66.301086428,69.5860715992,69.0912239737,57.081302057
168,93.1255391563,66.3808607595,69.6083154611,69.1268078093,57.0821350536
169,93.1538261596,66.4091477628,69.6083154611,69.1550948125,57.0821350536
170,93.1615254549,66.4188023556,69.6462086248,69.1927663139,57.0920113089
171,93.2011670738,66.5392894577,69.6987463953,69.2052382944,57.1141749794
172,93.2206591878,66.5571190051,69.739714021,69.2350407118,57.1141749794
173,93.2344370462,66.5591827758,69.7689155681,69.2541241982,57.1562151019
174,93.3357956451,66.618458694,69.7818930811,69.3134001164,57.1649061065
175,93.3357956451,66.6200192319,69.783453619,69.341514579,57.2043464641
176,93.3357956451,66.6813410386,69.8213007301,69.341514579,57.2568300597
177,93.3414763509,66.7073457926,69.8238356837,69.367519333,57.2582149065
178,93.3947561639,66.7209516251,69.8393256269,69.3811251655,57.2585277557
179,93.4423131572,66.7563393983,69.8593240692,69.4011236078,57.298130625
180,93.4554343859,66.7630104272,69.865995098,69.4077946366,57.3080339914
181,93.4972834601,66.8111464727,69.9171542641,69.4486155979,57.3152171535
182,93.5764463405,66.9360200282,69.9688067485,69.4733401171,57.3748061324
183,93.6824616586,66.9883352237,69.9987025594,69.6065758682,57.4010381925
184,93.7062484837,67.0121220488,70.1557650183,69.6303626933,57.4010381925
185,93.7389088647,67.0960021468,70.176499492,69.6303626933,57.4131542688
186,93.7389088647,67.0960021468,70.176499492,69.6506642018,57.4131542688
187,93.7389088647,67.0977657337,70.176499492,69.6506642018,57.4231372583
188,93.7389088647,67.0977657337,70.176499492,69.6506642018,57.4231372583
189,93.7589812175,67.1022188149,70.2263408415,69.6551172829,57.4366576779
190,93.7890255192,67.1278125204,70.2363539763,69.6729165207,57.4479075064
191,93.7961702812,67.1349572824,70.2614895775,69.7318955516,57.4550522685
192,93.81116875,67.2352234495,70.2866097709,69.827313843,57.4771679654
193,93.9160277208,67.3058968454,70.3516840561,69.8871388435,57.4857456433
194,94.0738967714,67.3908929376,70.3747388523,69.9119146346,57.4921560008
195,94.0783957076,67.4036596069,70.3792377885,69.9201823677,57.5429756643
196,94.0783957076,67.4036596069,70.3792377885,69.9201823677,57.5429756643
197,94.1248445948,67.4165370963,70.3921152779,69.9330598572,57.5445176964
198,94.132939755,67.4279178049,70.3946668851,69.9444405657,57.5862309813
199,94.136458545,67.4323743257,70.399123406,69.9453782966,57.5956277739
