Time(Iteration),CAB_reject,CAB_original,LinUCB
152,248.853828396,53.8715196055,55.1322460494
153,250.576402425,53.8970314116,55.1427697405
154,252.46864205,53.9015724373,55.1427697405
155,253.656391372,53.9662951571,55.152169524
156,255.733245924,53.9755537578,55.1608980071
157,257.516876364,53.9836531754,55.1618333986
158,258.860574571,53.9836531754,55.1652176731
159,260.648084476,53.9880618463,55.1652176731
160,261.432033215,54.0008510833,55.1843263274
161,262.357364007,54.0156080372,55.1881834515
162,263.60529353,54.0301561481,55.1986392998
163,264.929672744,54.0609456391,55.2102219351
164,266.512724185,54.0973773076,55.2102219351
165,268.750388112,54.0973773076,55.2102219351
166,270.141879813,54.1901470358,55.2317836994
167,271.834613497,54.2809070994,55.2734814905
168,272.597583904,54.2817617368,55.3151560452
169,273.737700969,54.2870656992,55.3204600076
170,275.635094282,54.3024856533,55.324979756
171,277.063569575,54.3024856533,55.3330100706
172,277.942906467,54.3585639175,55.3890883349
173,279.812393257,54.3585639175,55.3890883349
174,280.306144672,54.367926303,55.3890883349
175,281.996278483,54.4265100592,55.4555449627
176,283.258866195,54.4525808019,55.499193085
177,284.01396531,54.4841378116,55.499193085
178,286.037004011,54.4933541178,55.5072588012
179,288.196501621,54.5022938015,55.5205974568
180,290.008918636,54.5022938015,55.5543307349
181,291.334755777,54.5365713994,55.6117427507
182,292.688218513,54.5445921478,55.614879146
183,293.652142433,54.5631621983,55.6334491966
184,294.846781509,54.5631811518,55.6887502979
185,296.893927433,54.5918469468,55.7576511666
186,298.52980224,54.5941888279,55.7665091456
187,301.049092169,54.606062027,55.7837463286
188,301.64046318,54.6175180699,55.7937183052
189,302.85336707,54.62771452,55.7937183052
190,304.109539238,54.6691606821,55.8272758055
191,305.734402186,54.6760500984,55.833878138
192,307.288805952,54.6760500984,55.8577558764
193,307.819218874,54.6760500984,55.8577558764
194,309.859623869,54.6827346843,55.8858124253
195,310.978731646,54.6989440241,55.9020217651
196,313.149345057,54.7272748276,55.9303525686
197,314.551990138,54.7279343362,55.9326637478
198,316.889099705,54.7340679787,55.9731245219
199,318.348033616,54.7738594883,55.9948108093
