Time(Iteration),CAB_decrease,CAB_original,CAB_increase,CAB_optimal,LinUCB
28,29.6527289872,47.9809383492,41.6529827681,29.6527289872,43.0235417786
29,29.8182273093,48.1569454525,42.0905829418,29.8182273093,43.3391898908
30,30.2559010869,48.5325350847,42.6428333447,30.2559010869,43.8820145345
31,30.4377254878,48.6622271325,43.2966646091,30.4377254878,44.3754038583
32,30.7274319577,49.086687281,43.6431472779,30.7274319577,44.8925809103
33,30.9186386079,49.489466247,43.9348462809,30.9186386079,45.1272068228
34,31.2140943924,49.8054411166,44.6555723978,31.2140943924,45.7559147712
35,31.5132008906,50.1556695329,45.0093654871,31.5132008906,46.1097078605
36,31.708515807,50.3936253491,45.1952840714,31.708515807,46.3638843867
37,31.876304245,50.4773335599,45.3304528963,31.876304245,46.4990532116
38,31.953383425,50.7159510756,45.7784198474,31.953383425,47.1405070366
39,32.1733159832,51.1572642498,46.2850441459,32.1733159832,47.6242777556
40,32.4410104344,51.3722619206,46.4325637125,32.4410104344,47.9642423853
41,33.1158161666,52.2871934576,47.2486793649,33.1158161666,48.8305585075
42,33.1548213869,52.5068248108,47.4816553507,33.1548213869,49.0338032994
43,33.5386200027,52.9545319565,47.8208451054,33.5386200027,49.3888254392
44,33.8759178943,53.3773064575,48.1317529945,33.8759178943,49.6997333284
45,34.1825486442,53.5900916159,48.3071942216,34.1825486442,49.8964382166
46,34.5423078867,54.0233468928,48.8268410211,34.5423078867,50.3371136255
47,34.8801345702,54.611352541,49.4550708777,34.8801345702,51.0140667772
48,35.1451758093,54.9011005043,49.7220973794,35.1451758093,51.28656008
49,35.3682542125,55.0935961533,49.9705905286,35.3682542125,51.6931693612
50,35.606477278,55.2174161496,50.2173422926,35.7259715183,51.9231213478
51,36.0428954628,55.3368052244,50.6183022154,36.1623897031,52.5140248169
52,36.2215368238,55.6549186605,50.6634009138,36.3253493649,52.6826226952
53,36.2908807969,55.7896291269,50.7359506322,36.4149696373,52.7204422133
54,37.2669948889,56.2464771943,51.7826059274,37.1986859827,53.634587866
55,37.3384050298,56.3285320126,51.888746316,37.2831710541,53.835763206
56,37.5360376317,56.4288910156,51.9328463446,37.4914283953,54.1222964738
57,37.7342639981,56.5965817081,52.1005370371,37.6896547616,54.2899871663
58,38.0226898233,56.9014948513,52.2637454813,37.9239786761,54.6292319086
59,38.2764302724,57.2685024961,52.4718718776,38.1777191253,54.9691397853
60,38.2764302724,57.5397698471,52.689733426,38.1777191253,55.2718199961
61,38.402823189,57.769363433,52.9178407578,38.3041120419,55.4762103637
62,38.6187170751,58.3038360702,53.265918114,38.520005928,55.6698232816
63,38.6310624209,58.3497342027,53.404629077,38.5323512737,55.9938014296
64,38.8884679249,58.428707989,53.4205989548,38.7367166057,56.0097713074
65,39.0457308271,58.6842498299,53.5621538932,38.893979508,56.4285429806
66,39.1862727462,58.893433627,53.7026958122,39.034521427,56.8089443917
67,39.3127174176,59.3167668706,53.9556925946,39.3062766635,57.1524400994
68,39.5373969712,59.4677429941,54.1555224597,39.5617327894,57.3282659114
69,39.6730499998,59.6415851467,54.365083509,39.7099603195,57.6225930537
70,39.7108680211,59.8403264533,54.3916810439,39.7477783408,57.8392702853
71,39.7492149588,59.9458983336,54.4541244751,39.8045765333,57.9649401277
72,39.8291347195,59.9870029639,54.5320842259,39.884496294,58.0428998785
73,39.8414745458,60.0682152682,54.5444240523,39.9199500422,58.0955780485
74,39.9585503607,60.1526429659,54.6663242656,40.0257247153,58.143610447
75,40.1786745212,60.2242273162,54.7630289149,40.2458488758,58.4048162695
76,40.2754403439,60.2791832558,54.8075623612,40.3197601688,58.5113588183
77,40.5161308718,60.3341140195,54.8356080988,40.529174969,58.7235496157
78,40.5306768706,60.3486600183,54.8501540976,40.5437209678,58.7380956145
79,40.5453936063,60.3876222153,54.8501540976,40.5584377035,58.7663926421
80,40.6537487527,60.4357528096,55.1920646723,40.6667928499,59.0308103434
81,40.659330048,60.5331964226,55.4577634398,40.6723741452,59.3035850162
82,40.659330048,60.5363942741,55.4582436466,40.6723741452,59.3257130066
83,40.6736640979,60.6659848713,55.566241165,40.6867081951,59.4337105249
84,40.7041460238,60.7829684888,55.6047664186,40.7223230981,59.491882772
85,40.7961983443,60.8832223631,55.7157864311,40.8000460724,59.6052300132
86,40.845019453,60.9670713777,55.74220158,40.8264612213,59.7114849877
87,40.8630603579,61.0806068064,55.8638470473,40.8674645848,59.7290036281
88,40.9183169933,61.2076231942,55.8764036165,40.9119749079,59.8398370152
89,41.0148134583,61.2774315185,55.9622653905,41.0084713729,59.9785959773
90,41.0423621727,61.2960858813,55.9968343825,41.0412508344,60.0131649693
91,41.0631637932,61.3066599035,56.0072801797,41.0654091967,60.0237389914
92,41.1179698587,61.5357101228,56.1108692448,41.0972286594,60.1095597891
93,41.2387139611,61.5719242862,56.1211027728,41.2179727618,60.1503799735
94,41.2407450403,61.5719242862,56.1231338519,41.2179727618,60.2475651201
95,41.2817367739,61.6725740253,56.1944332719,41.2541143321,60.3640202446
96,41.4900629339,62.0019221915,56.4120750163,41.4629476345,60.7328519104
97,41.5632106469,62.1586432726,56.5666183581,41.5382730869,61.0245134743
98,41.593906433,62.258443291,56.5973141442,41.568968873,61.1048155452
99,41.6098028839,62.5181185097,56.7458171494,41.5848653238,61.1610218803
100,41.6274679037,62.6482446412,56.7622060189,41.5947345655,61.4151923151
101,41.6604387958,62.7725077947,56.7951769111,41.6277054577,61.4714300451
102,41.8070000196,62.9326675756,56.9781937836,41.7742666815,61.6179912689
103,42.1683922484,63.304427324,57.321835623,42.1356589103,61.9897510173
104,42.1754940321,63.400208134,57.321835623,42.1427606939,62.04269989
105,42.2296902656,63.5158211228,57.4163868003,42.1969569274,62.1045388533
106,42.2405083712,63.6209474345,57.4163868003,42.2077750331,62.1971831718
107,42.250815921,63.7725292329,57.5438888287,42.2180825828,62.3187749928
108,42.2852461765,63.8053335885,57.5836648323,42.2525128384,62.3998093758
109,42.3620421659,63.9823336447,57.6604608217,42.3293088278,62.5118905756
110,42.3938731981,64.05801869,57.6922918539,42.36113986,62.5694520677
111,42.467635825,64.1903317141,57.7226634293,42.4349024868,62.6759293928
112,42.5011577739,64.2590730659,57.7296583852,42.4684244357,62.8198321155
113,42.5869144055,64.4398688082,57.7711913189,42.5188780438,63.0649767373
114,42.6449826098,64.7102803282,58.0444926211,42.5619058757,63.3195802132
115,42.7599042526,64.8518982212,58.0491734947,42.7059273962,63.4391827297
116,42.856297081,64.9986434868,58.137551075,42.8023202246,63.5607357511
117,42.866908703,65.0486704961,58.1481626971,42.8129318466,63.5713473732
118,42.9179000757,65.2396642159,58.3369975405,42.8639232193,63.7623410929
119,42.9525952289,65.2880837884,58.4694797076,42.8986183724,63.7941155419
120,43.0106595245,65.3695295421,58.5071262797,42.9566826681,64.0457908704
121,43.0957474926,65.5646236904,58.6256481222,43.0417706362,64.2085506926
122,43.1489066759,65.6107809267,58.6764830638,43.141905624,64.2574230346
123,43.157483725,65.6297523246,58.6811503285,43.1504826731,64.3001641661
124,43.1580144624,65.84032853,58.6988988787,43.1504826731,64.3888084484
125,43.1580144624,65.84032853,58.6988988787,43.1504826731,64.3975053513
126,43.1651255098,65.8729093274,58.7314796761,43.1575937205,64.4637930417
127,43.2980506098,65.8922682377,58.7817762388,43.293909901,64.5235521695
128,43.3257573612,66.056157488,58.808437876,43.4128911748,64.6425334434
129,43.3810198446,66.0995736235,58.8338272566,43.4681536581,64.6905311284
130,43.3810198446,66.1313878867,58.8338272566,43.4681536581,64.7977512993
131,43.3810198446,66.1584367712,58.8384654317,43.4681536581,64.7977512993
132,43.383474634,66.2083763619,58.8409202211,43.4706084476,64.8916878281
133,43.4033644393,66.3398189996,58.8608100263,43.4904982528,65.0347458613
134,43.4192180679,66.3884621071,58.8668988648,43.5063518814,65.0408346998
135,43.4258666427,66.3884621071,58.8785138673,43.5130004563,65.1095750691
136,43.4519104507,66.4145059152,58.9045576753,43.5390442643,65.1356188771
137,43.4672187663,66.4730168678,58.9198659908,43.5543525798,65.2561584217
138,43.4718413712,66.500185176,58.9198659908,43.5589751848,65.4772119789
139,43.4791858706,66.5489831663,59.0034334757,43.5663196842,65.5260099692
140,43.5287771027,66.6327694718,59.0713072865,43.6159109163,65.6241131737
141,43.5287771027,66.6327694718,59.0713072865,43.6403497904,65.677576896
142,43.5445436775,66.6642330424,59.1349045724,43.6561163651,65.7385272594
143,43.5549603972,66.7055143811,59.1453212921,43.6665330848,65.8084805269
144,43.5667205545,66.9053143767,59.1570814494,43.6782932421,65.9450187703
145,43.5667205545,66.9786062144,59.2355790099,43.7351426212,65.9922875731
146,43.5695438633,67.0204011474,59.2677383928,43.7365389106,65.9922875731
147,43.5976253424,67.027694894,59.2998159071,43.7646203897,66.1086216567
148,43.5976253424,67.118286273,59.380042261,43.7646203897,66.1864956304
149,43.6147123515,67.1353732821,59.39712927,43.7817073988,66.2035826394
150,43.6147123515,67.1458375665,59.39712927,43.7817073988,66.2636899144
151,43.6451790685,67.166761271,59.4234957283,43.7909174502,66.3060537144
152,43.6555093755,67.2145847161,59.4403780778,43.7909174502,66.4071015505
153,43.6740143388,67.2535916009,59.4793849626,43.829924335,66.4256065137
154,43.6867460768,67.286462795,59.5122561567,43.83481165,66.4584777078
155,43.6901396916,67.2940435167,59.5427049658,43.8447175205,66.4618713226
156,43.7274717015,67.3227390875,59.5691656408,43.8555384319,66.6272022829
157,43.7296978831,67.3249652691,59.5691656408,43.8623071434,66.6272022829
158,43.7818877138,67.4321141739,59.5789277898,43.8720692924,66.6793921135
159,43.7936086551,67.4321141739,59.5789277898,43.8720692924,66.7809538903
160,43.8211135337,67.4812055806,59.5843621693,43.8860869148,66.7930644633
161,43.8754564726,67.5557045701,59.591732133,43.8934568785,66.8314377265
162,43.8785047774,67.5574074918,59.591732133,43.8934568785,66.8529431555
163,43.8813707947,67.6655247898,59.5945981503,43.8963228958,66.9639264707
164,43.9294221196,67.7437581663,59.6341422832,43.9358670288,67.0421598472
165,43.9446317392,67.7589677859,59.6493519028,43.9510766483,67.0573694668
166,43.9459211327,67.7903367819,59.6506412963,43.9523660418,67.0929779847
167,43.9600473578,67.8299877673,59.6554263678,43.9571511133,67.1286569439
168,43.975435871,67.8497681277,59.6672286787,43.9689534242,67.144045457
169,43.975435871,67.8497681277,59.6672286787,43.9689534242,67.1627802824
170,44.0035086248,67.8592516811,59.6698059146,43.9715306602,67.1908530363
171,44.0424280087,67.8592516811,59.6698059146,43.9715306602,67.2099602058
172,44.0583964759,67.8757215654,59.6698059146,43.9880005444,67.2259286729
173,44.0688983792,67.9000442456,59.6698059146,43.9880005444,67.2315351131
174,44.0688983792,67.9334668011,59.6698059146,43.9880005444,67.2315351131
175,44.1184214934,68.0204564017,59.7193290288,44.0317846008,67.3239658852
176,44.1184214934,68.0248605062,59.7237331333,44.0361887053,67.3239658852
177,44.1902408864,68.1018852011,59.7412634089,44.1093308162,67.3442378198
178,44.2288449488,68.1018852011,59.7610563715,44.1213432055,67.3828418822
179,44.2288449488,68.1018852011,59.7610563715,44.1213432055,67.3828418822
180,44.2288449488,68.1292953894,59.7610563715,44.1213432055,67.4039307498
181,44.2393613233,68.1292953894,59.7717859807,44.1215564402,67.4179482801
182,44.2451447784,68.1292953894,59.7830441392,44.1270311436,67.429566912
183,44.2618536867,68.1460042977,59.7868244469,44.1308114512,67.4333472196
184,44.262292774,68.2406653583,59.7872635341,44.1312505385,67.5606886175
185,44.282186835,68.2821258862,59.7872635341,44.1312505385,67.6708066287
186,44.3043935799,68.2864242553,59.7915619033,44.1355489077,67.6751049979
187,44.4190956159,68.2929088743,59.7920235694,44.1360105738,67.6815896169
188,44.4382409666,68.3099021648,59.8107561526,44.1360105738,67.7177282582
189,44.4382409666,68.3300382934,59.8107561526,44.1360105738,67.7378643867
190,44.458940488,68.337099412,59.8237922329,44.1697461754,67.7722947452
191,44.4619778364,68.337099412,59.8237922329,44.1697461754,67.7874426667
192,44.4658876208,68.337099412,59.8277020173,44.1767104615,67.7874426667
193,44.4658876208,68.337099412,59.8340634405,44.1767104615,67.9957914088
194,44.4658876208,68.3373329748,59.8340634405,44.1767104615,68.0285036867
195,44.5033340488,68.3534889024,59.8502193681,44.1767104615,68.0490751821
196,44.5033340488,68.3534889024,59.8502193681,44.1767104615,68.0490751821
197,44.5482034722,68.3534889024,59.8502193681,44.1844102215,68.0862448455
198,44.5633241303,68.3879939666,59.8646832969,44.1995308796,68.1101164067
199,44.5765362317,68.4008026935,59.8774920237,44.2508053571,68.1229251336
