Time(Iteration),CAB_original,CAB_cbj+cbij
62,52.1866143733,67.2145871765
63,52.2750812911,67.2302634298
64,52.3482122689,67.316927227
65,52.3794641762,67.4551344276
66,52.3963743342,67.5147809613
67,52.5003025321,67.6036946067
68,52.5590281798,67.7125989092
69,52.6577471629,67.833408344
70,52.7355688316,67.9504617629
71,52.9237638436,68.13247249
72,53.0055945164,68.3032555572
73,53.0055945164,68.4021013444
74,53.1168702746,68.4884299528
75,53.1712433603,68.5795639425
76,53.3025476539,68.8896872352
77,53.3815145327,69.0651916895
78,53.3965828774,69.101860957
79,53.4756972243,69.1840645887
80,53.5788364359,69.223157753
81,53.6466033672,69.2909246843
82,53.6513137244,69.4498146375
83,53.7140004157,69.4831523383
84,53.7273374661,69.5090908764
85,53.8510586282,69.7842671776
86,53.8961984046,69.9192481983
87,54.1668348623,70.4478478689
88,54.3088732021,70.5397653413
89,54.3088732021,70.6036411179
90,54.3751383037,70.6253176931
91,54.3875103238,70.6917970118
92,54.4684821972,70.7190506615
93,54.4933623431,70.813031536
94,54.5180493164,70.9635977501
95,54.5915099832,71.0400996371
96,54.5934126124,71.0892844728
97,54.7594198694,71.2758395471
98,54.8051061465,71.3372908059
99,54.8214629957,71.6060738829
100,54.8943267619,71.6274445146
101,54.9897813663,71.8140475035
102,55.014470939,71.8506015975
103,55.0414053397,71.8854333151
104,55.0493426784,71.9263178765
105,55.0881002562,72.0647566317
106,55.2104852613,72.140302035
107,55.2487730954,72.140302035
108,55.2868812678,72.1784102074
109,55.384698653,72.232367191
110,55.3973589635,72.3924834881
111,55.4312964814,72.7214260292
112,55.4524553409,72.7608034964
113,55.5243691109,72.8327172664
114,55.6322139712,72.909708879
115,55.6475254172,73.1791259072
116,55.6822821429,73.2766495176
117,55.7716495865,73.4562632606
118,55.8351874878,73.515570674
119,55.8978220299,73.5553839777
120,55.9037568744,73.585367812
121,56.033989257,73.6578934974
122,56.0528422611,73.6700476593
123,56.091655691,73.7035271992
124,56.2492156327,73.7185704496
125,56.2893062155,73.9373337054
126,56.2895595588,73.9373337054
127,56.3777050747,73.9584450038
128,56.4131194768,73.994686892
129,56.4301774325,74.0117448478
130,56.5262245751,74.03955316
131,56.5750169964,74.0970124037
132,56.5757518206,74.1411799854
133,56.6076572476,74.150273613
134,56.6644087122,74.2962289698
135,56.6691985825,74.2962289698
136,56.6734713803,74.452907899
137,56.6792959744,74.4830060592
138,56.6813931295,74.6682218094
139,56.6925068126,74.7395019251
140,56.8424171685,74.7395019251
141,56.8509845305,74.7722973011
142,56.8509845305,74.9241952743
143,56.9564470768,75.0336245923
144,57.0784934184,75.0623911122
145,57.1199090948,75.1734654391
146,57.1738435267,75.2847210978
147,57.2884137279,75.3158708004
148,57.3044628603,75.3316350093
149,57.3174546474,75.3446267964
150,57.3216602989,75.3725726547
151,57.3516108944,75.5356371237
152,57.4526398174,75.5389731784
153,57.4672564805,75.5944757499
154,57.4687876969,75.5957064804
155,57.4962169582,75.6063430446
156,57.4978656525,75.6117616079
157,57.5404822576,75.7481246725
158,57.5768408279,75.8287613753
159,57.6355048175,75.9025263748
160,57.6617877538,75.9082113726
161,57.6685388398,75.9116275165
162,57.6933069142,75.9252875026
163,57.7039273104,75.9359078988
164,57.8500271568,75.9514594446
165,57.8500271568,76.0536668653
166,57.8835896231,76.054499098
167,57.9336919336,76.120116055
168,57.9430674846,76.129491606
169,57.9430674846,76.2097176889
170,57.947861858,76.2166033014
171,57.9574450594,76.3151491075
172,58.0308281593,76.3326759564
173,58.0464661056,76.3459187815
174,58.0695968866,76.3892828023
175,58.0873028366,76.4255050513
176,58.1386698415,76.4436474837
177,58.1461063918,76.4984212018
178,58.1686026154,76.5092928473
179,58.1686026154,76.5092928473
180,58.1686026154,76.5545063474
181,58.2060144264,76.6069518641
182,58.2254645198,76.6124252185
183,58.2552465901,76.6522506851
184,58.2798219776,76.7542332001
185,58.3094584686,76.7650815756
186,58.3285541108,76.7731191374
187,58.4116632874,76.8562283139
188,58.4163730075,76.8670313109
189,58.557806402,76.987533717
190,58.5616535628,76.9913808779
191,58.5873254849,77.0274724336
192,58.5981170965,77.0668997662
193,58.605239232,77.1219850069
194,58.605239232,77.1219850069
195,58.6370721004,77.1219850069
196,58.6699655383,77.1644408198
197,58.6699655383,77.1644408198
198,58.6699655383,77.2350032592
199,58.7005563094,77.2655940303
