Time(Iteration),CAB_full,CAB_cbj,CAB_original,CAB_cbij,LinUCB
35,52.7660847778,48.5269282976,47.2775936397,49.9465756519,49.1497161205
36,52.9756345424,48.5673390319,47.4256416786,50.2684913992,49.2388329141
37,53.2392891992,48.8597917019,47.5769615651,50.6489754458,49.4101927902
38,53.3784337435,48.9638798507,47.8288228201,50.8429962443,49.5438808896
39,53.560910904,49.0462020536,47.9726376854,50.9660683788,49.5965947236
40,53.9823236332,49.2560806428,48.1649488045,51.3613640668,49.745528237
41,54.1123417817,49.4149057383,48.2893267827,51.4489618642,50.019237979
42,54.411191283,49.4748195994,48.416659108,51.5430263517,50.3635924211
43,54.4691147855,49.5395838457,48.4745826105,51.5732483516,50.3635924211
44,54.6238573694,49.6671234933,48.6832730712,51.6926602115,50.3770599144
45,54.6885111606,49.7295448763,48.7477854266,51.9111526088,50.4978845198
46,54.9034573371,50.1171596888,48.9199977266,52.2622299192,50.6243201012
47,55.0362738371,50.4410635127,48.9550697859,52.6240871224,50.7415622301
48,55.2104804744,50.6137150429,49.3242186369,52.7498349819,50.8450196484
49,55.355902507,50.8078204478,49.4991394478,52.8132242675,50.9042096512
50,55.3658751662,50.820676389,49.511995389,52.8580900359,51.0514443772
51,55.5069209366,51.0561005159,49.5575697548,52.9393281268,51.3512078043
52,55.695887447,51.2833438509,49.7211950015,53.1270700393,51.587950425
53,55.725851323,51.4333254492,49.8029755617,53.2129826294,51.6190125143
54,55.8641709928,51.572866666,50.149180199,53.3654006078,51.7472897536
55,55.8777231052,51.601638568,50.179957767,53.461011617,51.760841866
56,56.082139479,51.8062901527,50.2792152984,53.6015539203,51.7715836355
57,56.1547183246,51.8154379264,50.2883630722,53.6468996918,51.8551247165
58,56.4012097565,51.9068009429,50.4270538103,53.7943351341,52.1009559037
59,56.4422502659,52.0186266473,50.5364776886,53.9037590123,52.1686639801
60,56.6351108688,52.1215855211,50.5364776886,53.9333405545,52.2791507654
61,56.8044999002,52.3188604989,50.6062470679,53.9963732521,52.4582711219
62,56.9522275398,52.5247447751,50.7185353726,54.1381117559,52.6091376859
63,57.0986846389,52.549193379,50.9765953045,54.2647923529,52.7403499326
64,57.3336252788,52.6445369647,51.2747055474,54.4032294975,52.8623429786
65,57.4912263384,52.699748083,51.486513224,54.5027426092,52.9257647161
66,57.5917528609,52.7366973088,51.5825022409,54.5127091703,53.0487363977
67,57.6649143012,52.8875426043,51.7333475365,54.6676167095,53.1010085603
68,57.6659262213,52.9900008643,51.7715917622,54.7031977205,53.1738218769
69,57.8641908052,53.1135696881,51.9730717281,54.9287811977,53.36450167
70,57.8986844402,53.1511010728,52.0288124918,54.9650701178,53.4007905901
71,57.9484979284,53.2780605988,52.1977902268,55.2108448648,53.442808799
72,58.1470284269,53.2936832675,52.2638626001,55.2872116649,53.4916566212
73,58.2325810223,53.3341683225,52.3117196181,55.3672184124,53.5878842465
74,58.3351236322,53.4012749714,52.3996955437,55.4143519714,53.6825152812
75,58.3586993562,53.4248506954,52.4116795925,55.4400829711,53.9022688163
76,58.4371771552,53.5609615611,52.5386975436,55.4407954355,53.9788431485
77,58.6494691153,53.6693756858,52.6684977675,55.5383439093,54.0661216751
78,58.6762515911,53.711538257,52.6952802433,55.6397908881,54.1084223045
79,58.830453911,53.9836537854,52.7993779605,55.9119064165,54.3171582379
80,58.8539472599,54.1693853353,52.9471258069,55.9385687805,54.3533449129
81,58.9123765095,54.2297471014,53.1744240271,55.9989305467,54.3934190528
82,59.066484136,54.2758158423,53.3354690563,56.0679986859,54.5183706583
83,59.1701567623,54.4422198554,53.429599915,56.1637769962,54.7268041474
84,59.3450037678,54.5804704589,53.5976231652,56.3010833903,54.8948273976
85,59.4993882759,54.7497470572,53.7597826395,56.5205997277,55.0653482311
86,59.691982077,54.9490271528,53.9026721655,56.6462793906,55.1738257688
87,59.7178436704,55.0524650864,53.9267205273,56.7476156062,55.1949338554
88,59.9726238415,55.2536625872,54.0014841786,56.8842350283,55.2936417064
89,60.1000183635,55.3739859867,54.0952416395,57.0980665472,55.4001595392
90,60.1000183635,55.4062445823,54.1602397234,57.0980665472,55.5079441338
91,60.1160144891,55.5485190043,54.1699530645,57.3186891575,55.5239402594
92,60.1171191055,55.5496236207,54.1976343452,57.3197937739,55.5586050327
93,60.1670934755,55.6557630525,54.3201244305,57.3474073281,55.7039178448
94,60.2014078995,55.6900774765,54.3544388545,57.3862924666,55.7212882341
95,60.3171119164,55.8210089855,54.3980578795,57.4170945715,55.8405051412
96,60.3417202671,55.8783367536,54.4204204199,57.4976252886,56.0171581359
97,60.5470686754,55.9448756437,54.4537628753,57.6577092972,56.0729397899
98,60.6360539393,56.0819436303,54.6095059643,57.7539364403,56.1414088853
99,60.7732790503,56.1705508754,54.6494752885,57.8932383584,56.1813782095
100,60.7830832409,56.2015956621,54.6805200752,57.903042549,56.2124229962
101,60.8469553738,56.2906833003,54.696401536,57.9150463101,56.2377173832
102,60.9309377122,56.3598789595,54.9742581356,58.2255890378,56.3669800695
103,61.002827449,56.5229612983,55.0547061627,58.2963724249,56.3797978597
104,61.002827449,56.5229612983,55.0748454661,58.3311427396,56.4740954864
105,61.0275123046,56.538135125,55.0995303217,58.3463165663,56.4892693131
106,61.1673562882,56.5689832677,55.2371560984,58.4874668354,56.6332549821
107,61.2364281205,56.7006886736,55.2382457969,58.5693250505,56.7569144593
108,61.4210248886,56.9263616492,55.2726102591,58.6117513877,56.795566805
109,61.46376729,56.9314869585,55.3379868153,58.616876697,56.8383092063
110,61.5578937813,57.0385358498,55.425897351,58.7239255882,56.8823269663
111,61.5582670085,57.038909077,55.4262705781,58.7242988154,56.8852620238
112,61.608924186,57.2467498221,55.5651071696,58.8706897436,57.0467330508
113,61.7489985303,57.407746964,55.5925914739,59.1139750144,57.1819251846
114,61.8180729908,57.4398821564,55.6437560049,59.1139750144,57.2330897157
115,61.9622501445,57.58405931,55.7236403912,59.2581521681,57.3772668693
116,61.9680736308,57.5898827963,55.7294638775,59.2639756544,57.5044072416
117,62.1224150676,57.7213655235,55.9111580503,59.3390142212,57.5470565098
118,62.1825161906,57.8454898642,56.0345897506,59.4150601319,57.6711808505
119,62.2145659899,57.8618185514,56.0544026689,59.4937090025,57.6909937688
120,62.354534636,57.8927100373,56.0852941548,59.5246004884,57.6987883345
121,62.3889605666,57.8927100373,56.0852941548,59.559026419,57.7041671873
122,62.4207534178,57.9939621411,56.1371811998,59.6109134639,57.7710210979
123,62.5094428959,57.9971017955,56.1399345518,59.6534874202,57.9996137194
124,62.5094428959,58.1086666232,56.1399345518,59.7604623114,58.016023264
125,62.6528139554,58.2435735278,56.3377216277,59.9184721377,58.016023264
126,62.6587815914,58.3286253544,56.3436892636,60.0017945589,58.024222866
127,62.6587815914,58.3322265524,56.3436892636,60.0017945589,58.024222866
128,62.727445149,58.4742347746,56.3999709271,60.1027736966,58.0928864237
129,62.7323897249,58.4954657932,56.4162573698,60.1344287742,58.1293962668
130,62.7602358603,58.5167495919,56.4162573698,60.140991111,58.1293962668
131,62.865133809,58.7647986393,56.5021497386,60.1641865744,58.1919105962
132,62.8948883786,58.8184336881,56.5319043083,60.1975519245,58.2121802948
133,62.9486952158,58.8184336881,56.5319043083,60.1975519245,58.2121802948
134,62.9637005844,58.8334390566,56.5469096768,60.2346236187,58.2121802948
135,62.9863906168,58.8561290891,56.5695997093,60.2389011336,58.2847399779
136,62.9892745492,58.8590130215,56.5724836416,60.241785066,58.2876239103
137,63.0765583256,58.9462967979,56.5724836416,60.3290688424,58.3130253267
138,63.0986891887,58.9554490028,56.5816358466,60.3511997056,58.3221775316
139,63.1650293294,59.0328124424,56.650580602,60.4301460135,58.354690065
140,63.2257626676,59.1673147612,56.650580602,60.4301460135,58.354690065
141,63.2257626676,59.1673147612,56.6620174816,60.4766961444,58.354690065
142,63.2951834854,59.2659064219,56.6682772377,60.4829559006,58.3609498212
143,63.2951834854,59.2900159872,56.6682772377,60.5070654659,58.489926584
144,63.3201678007,59.2900159872,56.670672991,60.5094612192,58.4936412582
145,63.3536965144,59.3235447009,56.670672991,60.5094612192,58.5091857959
146,63.397346839,59.3235447009,56.6971998663,60.5094612192,58.5357126711
147,63.4024488047,59.3834967465,56.6984161629,60.5145631849,58.5408146368
148,63.4472152424,59.4388739464,56.7619607054,60.5541804281,58.609820747
149,63.4609429047,59.4526016086,56.7756883677,60.5679080904,58.609820747
150,63.5358867357,59.5275454397,56.7827771932,60.6428519214,58.6169095725
151,63.5542391026,59.5314919633,56.8195697387,60.6467984451,58.7469211441
152,63.5600957133,59.532331751,56.8254263494,60.6536165627,58.7989798089
153,63.6372361442,59.5941692816,56.8710851681,60.7307569937,58.9158298519
154,63.6706363002,59.6268128935,56.9900828294,60.7634006056,59.0388438735
155,63.7233576701,59.627694739,56.9932873066,60.8404192211,59.0815850433
156,63.7351442328,59.7041435761,57.0721487928,60.8522057838,59.1580338804
157,63.7653336874,59.7483519119,57.1023382474,60.8964141196,59.1879853874
158,63.7653336874,59.7483519119,57.1023382474,60.8964141196,59.1879853874
159,63.8297893439,59.7638616981,57.1122649165,60.9664528933,59.1979120564
160,63.8417733512,59.776186759,57.1242489238,60.9699421307,59.2520373568
161,63.9602551391,59.8063937152,57.15445588,60.9772883284,59.2835576718
162,63.9602551391,59.8063937152,57.15445588,60.9989081969,59.2835576718
163,64.0291831301,59.8705087007,57.2202865441,61.0537688518,59.3223116397
164,64.1098339924,59.9803811529,57.2800934308,61.0926951408,59.408901119
165,64.1299337498,60.0004809104,57.3001931882,61.1127948982,59.4290008764
166,64.1522204031,60.1186640899,57.3512548969,61.1158374218,59.5288235033
167,64.1648248017,60.1514525103,57.3512548969,61.1413754333,59.5490075251
168,64.2628462199,60.1514525103,57.3520475629,61.2279174229,59.5555625734
169,64.2964285344,60.1977906623,57.3561517469,61.315149885,59.585040704
170,64.3232648684,60.2246269963,57.4009405135,61.341986219,59.5978114423
171,64.3319845188,60.2333466466,57.4009405135,61.4114169401,59.6163507065
172,64.3350319969,60.2422063627,57.4843107371,61.4123823159,59.6231283201
173,64.3697351778,60.2769095435,57.4936211229,61.4159602493,59.6231283201
174,64.4133368096,60.3145715777,57.5335206039,61.4536222836,59.6570882036
175,64.424682804,60.3259175722,57.5448665984,61.464968278,59.6684341981
176,64.4382566261,60.3394913942,57.570002863,61.4785421001,59.6949753884
177,64.4382566261,60.3429658496,57.570002863,61.4820165554,59.7051694194
178,64.4382566261,60.3440268083,57.5899929734,61.5105263744,59.764347447
179,64.4674477019,60.3550469897,57.6328771416,61.5397174503,59.7859966406
180,64.5425244917,60.4393393697,57.7347382436,61.6157199315,59.8619991218
181,64.54986909,60.446683968,57.7546603687,61.6271317223,59.8969050683
182,64.5657873465,60.4481981196,57.7731257599,61.6430499787,59.9300713432
183,64.5748389947,60.4637992527,57.7821774081,61.6586511118,59.9366208281
184,64.5748389947,60.4807531499,57.8629023433,61.6586511118,59.966139117
185,64.6166907993,60.4910657596,57.9360115567,61.7130083347,59.9825503723
186,64.6475750667,60.55993463,58.0728188415,61.7296737162,60.0023173204
187,64.6784914034,60.5908509667,58.0728188415,61.7296737162,60.0023173204
188,64.7420747221,60.5908509667,58.0739845424,61.751964026,60.0034830213
189,64.8099038114,60.632069892,58.2631143215,61.7672264802,60.040490772
190,64.8154145647,60.6335229822,58.2631143215,61.7727372334,60.0419438622
191,64.8244658445,60.6425742621,58.2729155065,61.7817885133,60.0670951629
192,64.8291483792,60.667168562,58.2932314123,61.786471048,60.0916894629
193,64.939233822,60.667168562,58.3164811918,61.786471048,60.1356120116
194,64.939233822,60.667168562,58.3164811918,61.786471048,60.1356120116
195,64.9760209857,60.706159668,58.3554639589,61.825453815,60.1746031176
196,65.0620385505,60.706159668,58.3554639589,61.825453815,60.1746031176
197,65.0620385505,60.7215695852,58.3863024405,61.825453815,60.1966814784
198,65.0620385505,60.7215695852,58.3863024405,61.825453815,60.1966814784
199,65.2010251338,60.7472445761,58.4647740592,61.8511288058,60.2223564693
