Time(Iteration),LinUCB_new,LinUCB
150,59.6847268371,60.0569614151
151,59.7206445473,60.1076602515
152,59.7226834178,60.1245250446
153,59.7459823339,60.1379618756
154,59.7731272363,60.2012143973
155,59.7984910321,60.2236252285
156,59.8253162291,60.2387495639
157,59.833801077,60.2472344118
158,59.8644659336,60.2643112783
159,59.9120308538,60.2919463986
160,59.9162373938,60.3000373381
161,59.9515368376,60.3338100643
162,59.9940330843,60.3465592414
163,60.0337937718,60.3766285824
164,60.06841831,60.3838167106
165,60.0776799376,60.3943919744
166,60.0981350712,60.445840782
167,60.1055696974,60.447500263
168,60.111322397,60.4494072169
169,60.1305120872,60.4753850079
170,60.1650969781,60.4861917124
171,60.1716627247,60.4873774657
172,60.2094349686,60.5049610324
173,60.2349011566,60.5123235094
174,60.2349011566,60.5286773044
175,60.2349011566,60.5286773044
176,60.2372239701,60.5310001179
177,60.2976450287,60.5312113941
178,60.3281161746,60.5480532598
179,60.3294989799,60.5494360651
180,60.5099249739,60.5494360651
181,60.5339174892,60.5796155546
182,60.5339174892,60.5796155546
183,60.5655898716,60.5910080124
184,60.5827585074,60.5942014567
185,60.6883428836,60.6179733941
186,60.7369957204,60.6492529204
187,60.7369957204,60.6492529204
188,60.746946291,60.659203491
189,60.7822359441,60.6766557089
190,60.7961394604,60.6766557089
191,60.7961394604,60.6766557089
192,60.8394850283,60.6766557089
193,60.8394850283,60.6766557089
194,60.8505401236,60.6877108042
195,60.8639761625,60.7011468431
196,60.8691200913,60.7039383879
197,60.8830490153,60.7178673119
198,60.9362394322,60.7710577289
199,60.9412270761,60.7760453728
