Time(Iteration),CABDiffCoTheta,CABCoTheta,,,,,,
87,0.356727465609,0.356727465609,,,,,,
88,0.354654103001,0.354654103001,,,,,,
89,0.353627101684,0.353627101684,,,,,,
90,0.352225656945,0.352225656945,,,,,,
91,0.351551450186,0.351551450186,,,,,,
92,0.346607893186,0.346607893186,,,,,,
93,0.345469297853,0.345469297853,,,,,,
94,0.34456070947,0.34456070947,,,,,,
95,0.343091255654,0.343091255654,,,,,,
96,0.339413146157,0.339413146157,,,,,,
97,0.338239411375,0.338239411375,,,,,,
98,0.336080527418,0.336080527418,,,,,,
99,0.335099286002,0.335099286002,,,,,,
100,0.333773052725,0.333773052725,,,,,,
101,0.33079050094,0.33079050094,,,,,,
102,0.330292391159,0.330292391159,,,,,,
103,0.328168533141,0.328168533141,,,,,,
104,0.327369269378,0.327369269378,,,,,,
105,0.323580435755,0.323580435755,,,,,,
106,0.319151675081,0.319151675081,,,,,,
107,0.316958356016,0.316958356016,,,,,,
108,0.31583588674,0.31583588674,,,,,,
109,0.314905983973,0.314905983973,,,,,,
110,0.314261352604,0.314261352604,,,,,,
111,0.310549694059,0.310549694059,,,,,,
112,0.30040355228,0.30040355228,,,,,,
113,0.298759899764,0.298759899764,,,,,,
114,0.298207795198,0.298207795198,,,,,,
115,0.297302777785,0.297302777785,,,,,,
116,0.296730533936,0.296730533936,,,,,,
117,0.296451477093,0.296451477093,,,,,,
118,0.292070337216,0.292070337216,,,,,,
119,0.286556963796,0.286556963796,,,,,,
120,0.286004975771,0.286004975771,,,,,,
121,0.279180719871,0.279180719871,,,,,,
122,0.275349845578,0.275349845578,,,,,,
123,0.273514163572,0.273514163572,,,,,,
124,0.273173706361,0.273173706361,,,,,,
125,0.272081608003,0.272081608003,,,,,,
126,0.271789833051,0.271789833051,,,,,,
127,0.271370900107,0.271370900107,,,,,,
128,0.269375905469,0.269375905469,,,,,,
129,0.268798990811,0.268798990811,,,,,,
130,0.267676995216,0.267676995216,,,,,,
131,0.267290588776,0.267290588776,,,,,,
132,0.265465592962,0.265465592962,,,,,,
133,0.262221682141,0.262221682141,,,,,,
134,0.260337279904,0.260337279904,,,,,,
135,0.258392833052,0.258392833052,,,,,,
136,0.257581711819,0.257581711819,,,,,,
137,0.254771465759,0.254771465759,,,,,,
138,0.254282775467,0.254282775467,,,,,,
139,0.253768173108,0.253768173108,,,,,,
140,0.252946203493,0.252946203493,,,,,,
141,0.248720191273,0.248720191273,,,,,,
142,0.242158750109,0.242158750109,,,,,,
143,0.241067130283,0.241067130283,,,,,,
144,0.240653761083,0.240653761083,,,,,,
145,0.238851581012,0.238851581012,,,,,,
146,0.236699442128,0.236699442128,,,,,,
147,0.232821334972,0.232821334972,,,,,,
148,0.232303651078,0.232303651078,,,,,,
149,0.232154414028,0.232154414028,,,,,,
150,0.230897531455,0.230897531455,,,,,,
151,0.230295060328,0.230295060328,,,,,,
152,0.22898181739,0.22898181739,,,,,,
153,0.227717233087,0.227717233087,,,,,,
154,0.22748247605,0.22748247605,,,,,,
155,0.227270710735,0.227270710735,,,,,,
156,0.226837199776,0.226837199776,,,,,,
157,0.225777793405,0.225777793405,,,,,,
158,0.224666253312,0.224666253312,,,,,,
159,0.224151849944,0.224151849944,,,,,,
160,0.221132591098,0.221132591098,,,,,,
161,0.220701400407,0.220701400407,,,,,,
162,0.220369268697,0.220369268697,,,,,,
163,0.219420655639,0.219420655639,,,,,,
164,0.218755899942,0.218755899942,,,,,,
165,0.217567181736,0.217567181736,,,,,,
166,0.216434070158,0.216434070158,,,,,,
167,0.215257222842,0.215257222842,,,,,,
168,0.214842725965,0.214842725965,,,,,,
169,0.214531392467,0.214531392467,,,,,,
170,0.213972075538,0.213972075538,,,,,,
171,0.213737076561,0.213737076561,,,,,,
172,0.213335999566,0.213335999566,,,,,,
173,0.21231220155,0.21231220155,,,,,,
174,0.211750512516,0.211750512516,,,,,,
175,0.211293902508,0.211293902508,,,,,,
176,0.210954485083,0.210954485083,,,,,,
177,0.21048234465,0.21048234465,,,,,,
178,0.209061557386,0.209061557386,,,,,,
179,0.208843930421,0.208843930421,,,,,,
180,0.208365780361,0.208365780361,,,,,,
181,0.206804884002,0.206804884002,,,,,,
182,0.206810262278,0.206810262278,,,,,,
183,0.205876508397,0.205876508397,,,,,,
184,0.205933133704,0.205933133704,,,,,,
185,0.205231127168,0.205231127168,,,,,,
186,0.204900708519,0.204900708519,,,,,,
187,0.204351942678,0.204351942678,,,,,,
188,0.203015279285,0.203015279285,,,,,,
189,0.202720764713,0.202720764713,,,,,,
190,0.201854872954,0.201854872954,,,,,,
191,0.201207742916,0.201207742916,,,,,,
192,0.200336005107,0.200336005107,,,,,,
193,0.20024791646,0.20024791646,,,,,,
194,0.199585783327,0.199585783327,,,,,,
195,0.199360494173,0.199360494173,,,,,,
196,0.199021450476,0.199021450476,,,,,,
197,0.19806326934,0.19806326934,,,,,,
198,0.197865814324,0.197865814324,,,,,,
199,0.196602778603,0.196602778603,,,,,,
