Time(Iteration),CAB_User
305,61.7085656198
306,61.7085656198
307,61.7113081685
308,61.7113081685
309,61.7113081685
310,61.7322806264
311,61.734509135
312,61.734509135
313,61.734509135
314,61.734509135
315,61.7357756296
316,61.7357756296
317,61.7357756296
318,61.7468743734
319,61.7468743734
320,61.7468743734
321,61.7544293545
322,61.7561234298
323,61.756215558
324,61.756215558
325,61.756215558
326,61.7601728653
327,61.7735812005
328,61.7735812005
329,61.7735812005
330,61.7735812005
331,61.7737215278
332,61.7821637394
333,61.7827129502
334,61.7827129502
335,61.7827129502
336,61.7827129502
337,61.7827129502
338,61.7827129502
339,61.7827129502
340,61.7827129502
341,61.7937412923
342,61.7937412923
343,61.7937412923
344,61.7937412923
345,61.7937412923
346,61.7942807071
347,61.7942807071
348,61.8043658736
349,61.8114892081
350,61.8198134775
351,61.8263420932
352,61.8263420932
353,61.8263420932
354,61.8263420932
355,61.8620753314
356,61.8620753314
357,61.8620753314
358,61.8680987388
359,61.8706270638
360,61.8713997664
361,61.8713997664
362,61.8713997664
363,61.8713997664
364,61.8713997664
365,61.8713997664
366,61.8745619748
367,61.8745619748
368,61.8870852771
369,61.8870852771
370,61.8876179826
371,61.8876179826
372,61.8876179826
373,61.8876179826
374,61.8876179826
375,61.8914611587
376,61.8914611587
377,61.8921226627
378,61.8921226627
379,61.8921226627
380,61.8921226627
381,61.9004544777
382,61.9004544777
383,61.9004544777
384,61.9011597942
385,61.9013329897
386,61.9013329897
387,61.9042976128
388,61.9044248199
389,61.9045709964
390,61.9045709964
391,61.9116064584
392,61.9116064584
393,61.9116064584
394,61.9116064584
395,61.9116064584
396,61.9116064584
397,61.9116064584
398,61.9116064584
399,61.9179009956
400,61.9179009956
401,61.9179009956
402,61.9186348228
403,61.9186348228
404,61.9208209673
405,61.9208209673
406,61.9208209673
407,61.9210744033
408,61.9210744033
409,61.9333028051
410,61.9333028051
411,61.9333028051
412,61.9333028051
413,61.9333028051
414,61.9333028051
415,61.9338546817
416,61.9361764675
417,61.9361764675
418,61.9361764675
419,61.9361764675
420,61.9361764675
421,61.9383105468
422,61.9833484674
423,61.9833484674
424,61.9833484674
425,61.9861764077
426,61.9880170264
427,62.0550742216
428,62.0550742216
429,62.0550742216
430,62.0550742216
431,62.065610508
432,62.065610508
433,62.065610508
434,62.0667847104
435,62.0667847104
436,62.0738532889
437,62.0829694662
438,62.0829694662
439,62.0829694662
440,62.0829694662
441,62.0829694662
442,62.0829694662
443,62.0829694662
444,62.0829694662
445,62.0829694662
446,62.0829694662
447,62.0829694662
448,62.0829694662
449,62.0845087431
450,62.0845087431
451,62.0845087431
452,62.0845087431
453,62.0921326259
454,62.0921326259
455,62.0921326259
456,62.0921326259
457,62.0921326259
458,62.0921326259
459,62.0921326259
460,62.0921326259
461,62.0921326259
462,62.0921326259
463,62.0921326259
464,62.0924113032
465,62.0924113032
466,62.0950105506
467,62.0950105506
468,62.0950105506
469,62.1027160942
470,62.1027160942
471,62.1027160942
472,62.1027160942
473,62.1027160942
474,62.1027160942
475,62.1027160942
476,62.1027160942
477,62.1027160942
478,62.1027160942
479,62.1027160942
480,62.1027160942
481,62.1027160942
482,62.1033675228
483,62.1033675228
484,62.1033675228
485,62.1033675228
486,62.1033675228
487,62.1033675228
488,62.1033675228
489,62.1033675228
490,62.1033675228
491,62.1113644133
492,62.1113644133
493,62.1113644133
494,62.1122506603
495,62.1122506603
496,62.1122506603
497,62.1122506603
498,62.1186884355
499,62.1186884355
