Time(Iteration),LinUCB_new,LinUCB
178,110.024486579,122.124530582
179,110.059112859,122.163977807
180,110.059112859,122.21320207
181,110.123323203,122.246775969
182,110.147884392,122.496538768
183,110.147884392,122.766274273
184,110.164310902,122.826518171
185,110.176317228,122.838524497
186,110.182644628,123.054676847
187,110.267448506,123.067229571
188,110.285610491,123.07796878
189,110.411263499,123.088655766
190,110.587880392,123.129926559
191,110.670064256,123.182967347
192,110.670064256,123.251263327
193,110.698764204,123.346605101
194,110.767916721,123.532207172
195,110.832010594,123.582624252
196,110.897904708,123.613419926
197,110.897904708,123.621906219
198,110.92673346,123.67658586
199,111.0037745,123.7536269
