Time(Iteration),CAB_full,CAB_cbj,CAB_original,CAB_cbij,LinUCB
57,66.4321635169,55.4576846434,68.2041105733,52.7336957014,60.5082570197
58,66.4935361191,55.507221968,68.2604143744,52.776413801,60.5425285319
59,66.7724627838,55.8425788087,68.4080819395,53.0597189009,60.654670586
60,67.0121163308,56.0156183672,68.5213069863,53.2051123527,60.7646373842
61,67.2975601232,56.1809143116,68.6031393862,53.3270308441,60.8357610797
62,67.5093380901,56.4136394548,68.8775225863,53.527121676,61.1722029212
63,67.5667877454,56.4710801879,68.9603981618,53.5591926138,61.4284714162
64,67.6117207265,56.516013169,68.9603981618,53.6127211843,61.490757696
65,67.7645705991,56.7485637511,69.2328521455,53.663166739,61.6807535801
66,67.820922448,56.8114885272,69.3323657204,53.7617483573,61.7436783563
67,67.8950811282,56.9423355465,69.3479884854,53.7773711222,61.7593011212
68,68.0591896802,56.9985147209,69.385247889,53.9350066346,61.9149000409
69,68.1431938389,57.1695359571,69.5704246737,54.0230755311,61.9901374984
70,68.2924577458,57.2274912298,69.6007717962,54.0825710431,62.0480927711
71,68.4456191915,57.3548337246,69.6913801739,54.1753233296,62.1634277049
72,68.5364032189,57.4263208387,69.74093703,54.2326393783,62.2210876166
73,68.7027563905,57.5854468695,69.7988577177,54.3745551993,62.3608732602
74,68.7818534286,57.7426910016,69.9071329889,54.4436082514,62.5196039818
75,69.1606312295,57.9607083212,70.2820256739,54.4749610736,62.710876805
76,69.242725008,58.0405719637,70.408735942,54.5717329627,62.9509997206
77,69.5114333304,58.2132746008,70.4534124235,54.7444355998,63.0288324221
78,69.6434957098,58.3262316303,70.5905105614,54.8600551506,63.3628481598
79,69.7337693881,58.4528853118,70.664988447,54.9345330362,63.507272247
80,69.7651178464,58.5000820884,70.666394043,54.9441663678,63.5841801215
81,69.8944096136,58.5829256782,70.7199685779,55.0653442734,63.6377546564
82,70.0688644061,58.7621301958,70.7965573859,55.1282558056,63.7428984817
83,70.1501206466,58.8683598922,70.8785369076,55.1929819767,63.8668606364
84,70.3497522065,59.043087366,70.9199965294,55.3508253212,64.1412740291
85,70.4294060968,59.0681637662,70.9199965294,55.4209412802,64.1651098792
86,70.4892631631,59.151714079,70.94619594,55.5029864781,64.3156156654
87,70.5327206785,59.2340493012,70.9571127173,55.5853217002,64.3843062574
88,70.6645395147,59.2773194736,71.1066621126,55.7171405365,64.4275764299
89,70.8648901843,59.3465308847,71.2266608254,55.8289634824,64.5781984187
90,70.9527635437,59.4976266831,71.3022557518,55.9730587154,64.6107635528
91,71.0338364359,59.5416980144,71.3135050092,56.0171300466,64.6754297074
92,71.0875262196,59.6886730649,71.3671947929,56.0649571894,64.7947892439
93,71.1227175676,59.7179167256,71.4039638853,56.1444091625,64.8240329046
94,71.5025061505,60.1124078517,71.6420875362,56.5713882749,65.0803275239
95,71.5428647418,60.1563134107,71.6549365275,56.5908901216,65.1140332598
96,71.6092619897,60.2093578831,71.6800278571,56.6699329094,65.160436909
97,71.6663272941,60.2490880377,71.7343231998,56.709663064,65.3201659297
98,71.771600493,60.3934078441,71.7763066474,56.8139677761,65.4648179245
99,71.8646046132,60.4894651103,71.8693107676,56.8778929964,65.6160209548
100,71.9203047671,60.5977203,71.9408146514,56.9177857521,65.7019740056
101,71.9714258217,60.6452076046,71.958064602,57.000278675,65.7338022572
102,72.0084770268,60.7211822445,72.0130237198,57.0797609564,65.7871469262
103,72.0810484597,60.8174547175,72.0316345085,57.1383962725,65.8696658802
104,72.1244333255,60.8320642465,72.0462440375,57.1383962725,65.916504908
105,72.1542326577,60.8618701467,72.0797059126,57.1570812968,65.9499667831
106,72.2062101329,60.9138476219,72.1256983148,57.2049851207,66.0793898126
107,72.2574043257,60.921490225,72.1446202647,57.2540505953,66.0848367082
108,72.3033501786,60.9843282404,72.161825918,57.3493332986,66.1464382108
109,72.363409658,61.0346060458,72.3480897967,57.3907033146,66.3458357574
110,72.6134710944,61.1336881169,72.4700590548,57.4822246507,66.4886312771
111,72.667183892,61.1808694813,72.5172404192,57.5426201435,66.5358126415
112,72.6743502079,61.2254875425,72.5641354444,57.5746995066,66.6567380982
113,72.8576280661,61.2662935585,72.5726374154,57.6130585161,66.6699005076
114,72.8738975555,61.2662935585,72.6133430684,57.6537641691,66.6699005076
115,72.8738975555,61.2662935585,72.6946556819,57.6730669041,66.6825437003
116,72.8842232383,61.2806822488,72.7148452777,57.7240422071,66.709463675
117,72.8842232383,61.2857228226,72.7148452777,57.7290827809,66.709463675
118,72.9447105154,61.288024467,72.7946087751,57.7313844253,66.7892271724
119,73.0321290238,61.3020553215,72.8068093054,57.7454152799,66.8014277027
120,73.0876084669,61.3491138441,72.8622887485,57.7924738024,66.8569071458
121,73.3447614623,61.6013425922,73.1145174967,57.9531010606,67.1205411837
122,73.3691009781,61.7418163248,73.1145174967,58.0830359027,67.256354299
123,73.5135738691,61.8243420494,73.2352446622,58.186514309,67.3762072845
124,73.5654342998,61.8734413618,73.2887219017,58.2552100822,67.4226877822
125,73.5820400774,61.8734413618,73.3419501743,58.3221858232,67.4759160547
126,73.6674583161,61.9206792611,73.430950572,58.4213059978,67.5649164525
127,73.7233066644,61.9544513526,73.4591245032,58.4494799289,67.6026085312
128,73.7497905261,61.9648933718,73.4593330503,58.4599219481,67.6028170784
129,73.7633187068,62.0023561809,73.472861231,58.4803824294,67.6030871556
130,73.8072194591,62.0195457317,73.4900507819,58.4975719803,67.6261636881
131,73.8074229763,62.0197492488,73.490254299,58.5271320204,67.6263672053
132,73.8267651274,62.1017470935,73.490254299,58.5464741715,67.6263672053
133,73.8531137528,62.1182877455,73.5979354729,58.5630148235,67.6290518961
134,73.8591601973,62.12433419,73.6802398059,58.569061268,67.7166559798
135,73.8915037759,62.2713023036,73.6987142631,58.5948428505,67.8119890727
136,73.9052876224,62.2713023036,73.7801701775,58.5974955605,67.9449648499
137,74.0184443846,62.3758806176,73.8730476205,58.721633811,68.0525072672
138,74.1230388938,62.4772422028,73.9683391214,58.7292247069,68.1466737201
139,74.1301746512,62.4843779603,73.9683391214,58.7292247069,68.1466737201
140,74.1635158212,62.5127158859,74.0788680884,58.7350882861,68.1789323828
141,74.2164042058,62.5127158859,74.0929856668,58.7879766707,68.2459383458
142,74.2789969123,62.5753085924,74.1555783733,58.8505693772,68.4142025334
143,74.3404803507,62.5793462454,74.1555783733,58.876698825,68.4292086613
144,74.3450425585,62.5839084532,74.2815218765,58.8812610329,68.4337708692
145,74.3480799721,62.6173564731,74.3468420522,58.9116716392,68.5021284585
146,74.451434132,62.6279154025,74.3492681401,58.9353622107,68.5207699194
147,74.451434132,62.6279154025,74.3492681401,59.0398003994,68.5207699194
148,74.5834194134,62.7137940993,74.4105339824,59.1274240582,68.5706157218
149,74.5834194134,62.7138502141,74.4217907205,59.1386807963,68.5818724599
150,74.5834194134,62.7283908358,74.4246990872,59.1386807963,68.5818724599
151,74.5834194134,62.7283908358,74.4246990872,59.1386807963,68.5818724599
152,74.6595007494,62.8682331542,74.6590315449,59.233450364,68.6091404019
153,74.7398869262,63.0472796712,74.7440968647,59.5094969505,68.6942057216
154,74.8514276742,63.1796394308,74.9105376563,59.5094969505,68.7955126431
155,74.9067426623,63.2061601419,74.9370583673,59.5360176615,68.8275171499
156,74.9325016622,63.2137418254,75.0383861803,59.5477927068,68.9288449629
157,74.9874525092,63.2214463069,75.0460906618,59.5623062412,68.9521656759
158,75.015218182,63.2541360701,75.0738563346,59.5891538134,68.9799313488
159,75.0238948321,63.2667063519,75.0738563346,59.5930474451,68.9900651083
160,75.0594740131,63.2708667771,75.0780167598,59.6035295297,68.9900651083
161,75.0703034594,63.2942305421,75.0780167598,59.6079418736,68.9944774522
162,75.0907633335,63.2977673446,75.1065458446,59.6195478868,69.0060834655
163,75.1117486896,63.3033548103,75.148021188,59.6195478868,69.0387350299
164,75.1417509159,63.3216968474,75.1596813772,59.6195478868,69.1261145244
165,75.2061713261,63.3960453129,75.1845683115,59.700159137,69.1510014587
166,75.2361588645,63.4107294405,75.1845683115,59.7301466754,69.1510014587
167,75.2361588645,63.4107294405,75.1845683115,59.7301466754,69.1510014587
168,75.2361588645,63.4281186859,75.1858397571,59.7488073664,69.1522729043
169,75.2977413087,63.4897011301,75.2545286601,59.7488073664,69.2209618073
170,75.3083427514,63.4897011301,75.3178859677,59.7488073664,69.2209618073
171,75.3083427514,63.4995443147,75.3277291523,59.758650551,69.2308049919
172,75.3083427514,63.4995443147,75.3277291523,59.7818970925,69.2569239193
173,75.3083427514,63.5162111917,75.3489881719,59.8198229891,69.2858369153
174,75.3214660077,63.5358221712,75.3738816935,59.8394339685,69.2989601715
175,75.3368710905,63.5358221712,75.3892867764,59.8394339685,69.4471848277
176,75.3897871413,63.5583310956,75.4319402059,59.9410239123,69.5054717931
177,75.3897871413,63.5583310956,75.4319402059,59.9410239123,69.5077384648
178,75.4137195138,63.6059487012,75.4795578115,59.9649562848,69.6006349131
179,75.4562759282,63.6404956458,75.4987574352,59.9666196463,69.6351818577
180,75.4929039479,63.7059563153,75.5578216471,60.0036895049,69.6718098774
181,75.5259906515,63.7390430189,75.5578216471,60.0367762085,69.7494183357
182,75.5815272554,63.7865478344,75.5602227458,60.0705636294,69.7518194344
183,75.6022572911,63.7865478344,75.5897104851,60.1000513687,69.7813071737
184,75.6080018943,63.8291386148,75.5897104851,60.1078776,69.7833888018
185,75.6623955877,63.8291386148,75.5897104851,60.1233542352,69.7988654369
186,75.7659651842,63.9033697703,75.7945722684,60.1840976549,70.0362564693
187,75.7747159391,63.9033697703,75.7945722684,60.1928484098,70.0362564693
188,75.7987866822,63.9252149999,75.8656897801,60.1971879697,70.0898683114
189,75.7987866822,63.9252149999,75.8656897801,60.1971879697,70.0898683114
190,75.8022481242,63.9387577974,75.8691512221,60.2128325171,70.1034111089
191,75.8651643313,63.9692105354,75.9273934593,60.2128325171,70.1364137888
192,75.8992346781,63.9841469649,75.9298276359,60.2228889374,70.143483586
193,75.9261331349,64.050027438,75.9567260928,60.2748512171,70.1703820428
194,75.9453415914,64.050027438,75.9632609106,60.286458515,70.1898216901
195,75.9453415914,64.1027468671,76.0119325072,60.3391779441,70.2384932867
196,75.9535786213,64.1396544563,76.0894288679,60.3720157412,70.3159896474
197,75.9846231837,64.1449355664,76.1204734302,60.3772968512,70.327627851
198,76.0739050667,64.2011951681,76.176733032,60.3772968512,70.3838874527
199,76.123486039,64.2283814841,76.2263140043,60.5383423637,70.4297222456
